rel_period,att,se,ci_low,ci_high,zero_not_in_cband
-12,0.8745311040306045,0.10851338622020826,0.6618487751985114,1.0872134328626977,*
-11,-0.5992973935422483,0.06200547052175158,-0.7208258826093414,-0.47776890447515524,*
-10,0.5419198724472588,0.04039177924801383,0.46275343984965933,0.6210863050448583,*
-9,0.9518910863341077,0.027017557716533278,0.8989376462594703,1.004844526408745,*
-8,-0.5643775757067627,0.03405553243393676,-0.6311251927516145,-0.49762995866191095,*
-7,0.32713019921014075,0.02716336037723941,0.27389099117166915,0.38036940724861235,*
-5,1.7845486790811298,0.33891823900660617,1.1202811369244436,2.448816221237816,*
-4,1.2503187415673476,0.7731708063092704,-0.2650681926966163,2.7657056758313114,
-3,-3.3798555299639723,0.9730925600271555,-5.287081901241078,-1.472629158686867,*
-2,0.39004254454084364,0.17794802662507955,0.04127082123571307,0.7388142678459741,*
-1,0.7244389899409562,0.14337011455648527,0.4434387289508634,1.005439250931049,*
0,-0.15764904185726536,0.1445010874417258,-0.44086596896992103,0.1255678852553903,
1,-1.1167000535434437,0.3211374187179094,-1.746117828318705,-0.4872822787681822,*
2,-1.0993337724867664,0.6455413701970326,-2.3645716086035886,0.16590406363005572,
3,-0.4151185510510172,0.55593539976278,-1.5047319123169431,0.6744948102149089,
4,2.365452329850082,0.6433189129467899,1.1045704299009154,3.626334229799248,*
5,3.014556145860353,0.8318477327609749,1.3841645490275425,4.644947742693163,*
6,3.018181917276239,0.8818807885034565,1.2897273331516799,4.746636501400799,*
7,3.207352202737512,0.9595437319623914,1.3266810465000696,5.088023358974954,*
8,-1.60764108988544,1.1390721740626433,-3.8401815268399604,0.6248993470690802,
9,-1.3201584310026624,1.1622618668488747,-3.598149830630745,0.9578329686254199,
10,-1.4430055346546955,1.1898456721794943,-3.7750601992873563,0.8890491299779653,
11,-0.6717389916194374,0.3359615880007594,-1.33021160428981,-0.013266378949064905,*
12,-0.3567418417239121,0.2821204430191461,-0.909687749343923,0.19620406589609884,
